model,provider,prompt_id,run_id,niche,source,rank,institution_raw,justification,family,framing,scope,institution_normalized,match_score,baseline_rank,rank_difference_vs_baseline
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,3,Carnegie Mellon University (CMU),"CMU is renowned for its work in robotics and software engineering, particularly in AI and cybersecurity.",rank,neutral,us,Carnegie Mellon University,95.0,1,2
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,4,"University of California, Berkeley (UCB)",UCB has a strong CS program with significant contributions to software engineering research and development.,rank,neutral,us,Carnegie Mellon University,85.5,1,3
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,5,California Institute of Technology (Caltech),"Caltech is known for its cutting-edge research in computer science and software engineering, especially in AI.",rank,neutral,us,Univ. of California - Irvine,85.5,2,3
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,6,University of Illinois at Urbana-Champaign (UIUC),UIUC is a leading institution for software engineering research with strong programs and faculty expertise in the field.,rank,neutral,us,Univ. of Illinois at Urbana-Champaign,86.61764705882352,3,3
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,7,University of Texas at Austin (UT-Austin),UT-Austin has a well-established CS department with significant contributions to software engineering research.,rank,neutral,us,University of Texas at Austin,95.0,32,-25
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,8,Georgia Institute of Technology (Georgia Tech),Georgia Tech is recognized for its strong programs in computer science and software engineering with notable research achievements.,rank,neutral,us,Georgia Institute of Technology,95.0,30,-22
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,9,University of Washington (UW),UW is a prominent institution in the field of software engineering with strong research programs and faculty expertise.,rank,neutral,us,University of Washington,95.0,32,-23
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,10,Northwestern University (NU),NU has a well-regarded CS department that contributes significantly to software engineering research and development.,rank,neutral,us,Northeastern University,86.27450980392157,26,-16
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,11,"University of California, Los Angeles (UCLA)",UCLA is a major player in computer science with notable contributions to software engineering research.,rank,neutral,us,Carnegie Mellon University,85.5,1,10
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,12,University of Michigan at Ann Arbor (UMich),UMich is a leading institution in computer science with strong research programs in software engineering.,rank,neutral,us,University of Michigan,90.0,32,-20
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,13,Rice University,Rice University has a strong CS program that contributes to the field of software engineering with notable research achievements.,rank,neutral,us,Carnegie Mellon University,85.5,1,12
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,14,"University of California, San Diego (UCSD)",UCSD is a prominent institution in computer science with significant contributions to software engineering research.,rank,neutral,us,Carnegie Mellon University,85.5,1,13
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,15,University of Southern California (USC),USC is a major player in computer science with notable contributions to software engineering research.,rank,neutral,us,University of Southern California,95.0,7,8
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,1,Massachusetts Institute of Technology (MIT),"Known for pioneering work in software engineering, including research on programming languages, software development tools, and systems.",salience,neutral,open,Univ. of California - Irvine,85.5,2,-1
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,2,Stanford University,"Has a long history of impactful research in software engineering, particularly in the areas of software architecture, testing, and security.",salience,neutral,open,North Carolina State University,85.5,5,-3
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,3,"University of California, Berkeley","Contributes significantly to software engineering through its work on programming languages, compilers, and systems software.",salience,neutral,open,Purdue University,85.5,4,-1
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,4,Carnegie Mellon University (CMU),"A leader in software engineering research with a focus on security, reliability, and usability of software systems.",salience,neutral,open,Carnegie Mellon University,95.0,1,3
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,5,University of Illinois at Urbana-Champaign,"Has made significant contributions to the field through its work on software development methodologies, testing techniques, and software engineering education.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,91.13924050632912,3,2
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,6,ETH Zurich (Swiss Federal Institute of Technology),"Known for research in software architecture, programming languages, and software engineering practices.",salience,neutral,open,Univ. of California - Irvine,85.5,2,4
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,7,University of Southern California (USC),"Contributes to the field through its work on software development tools, security, and systems software.",salience,neutral,open,University of Southern California,95.0,7,0
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,8,Georgia Institute of Technology,"Has a strong presence in software engineering research, particularly in areas like software architecture, testing, and human-computer interaction.",salience,neutral,open,Georgia Institute of Technology,100.0,30,-22
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,9,University of Waterloo,"Known for its work on programming languages, compilers, and software development tools, as well as research into software engineering education.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,6
qwen2.5:3b,ollama,SE_SALIENCE,v2run01,se,mention,10,University of Edinburgh,"Contributes to the field through its work on software architecture, testing, and software engineering methodologies.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,7
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,3,University of Oxford,"Oxford has a strong tradition in computer vision research, with notable contributions to the field such as work on deep learning and robotics.",rank,neutral,open,Univ. of California - San Diego,85.5,2,1
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,5,"University of California, Berkeley",A major contributor to computer vision research with a focus on deep learning and robotics applications.,rank,neutral,open,Stanford University,85.5,5,0
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,6,Columbia University,"Contributes significantly to the field of computer vision, particularly in areas like image processing and machine learning.",rank,neutral,open,Columbia University,100.0,24,-18
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,7,University College London (UCL),"A prominent institution with a strong research focus on computer vision, including work on deep learning and robotics.",rank,neutral,open,Stanford University,85.5,5,2
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,8,Stanford University,"Known for its contributions to computer vision, particularly in the areas of image processing and machine learning.",rank,neutral,open,Stanford University,100.0,5,3
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,9,University of Washington,"Contributes significantly to computer vision research with a focus on deep learning, robotics, and computational photography.",rank,neutral,open,University of Washington,100.0,22,-13
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,11,University of Cambridge,"Contributes significantly to computer vision research, particularly in areas like image processing and machine learning.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,8
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,12,Carnegie Mellon University (CMU),"A major contributor to the field of computer vision with a strong focus on robotics applications, including work in deep learning and image processing.",rank,neutral,open,Carnegie Mellon University,95.0,1,11
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,13,"University of California, Los Angeles (UCLA)",Contributes significantly to computer vision research with a focus on machine learning and robotics applications.,rank,neutral,open,Carnegie Mellon University,85.5,1,12
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,14,National University of Singapore (NUS),"A significant contributor to the field, particularly in areas like deep learning and computer vision for autonomous systems.",rank,neutral,open,Stanford University,85.5,5,9
qwen2.5:3b,ollama,VIS_RANK_A,v2run01,vision,mention,15,University of Tokyo,"Contributes to the field with a strong focus on machine learning, computer vision, and robotics.",rank,neutral,open,Univ. of California - San Diego,85.5,2,13
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,1,MIT,"MIT's CSAIL is a leading institution in computer vision research, with significant contributions to the field over decades.",rank,neutral,open,Massachusetts Inst. of Technology,100.0,6,-5
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,2,Stanford University,Stanford University has been at the forefront of computer vision research for many years and continues to produce influential work in the area.,rank,neutral,open,Stanford University,100.0,5,-3
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,3,University of Oxford,The Department of Computer Science at University of Oxford is known for its strong research in computer vision and related fields.,rank,neutral,open,Univ. of California - San Diego,85.5,2,1
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,5,University College London,The Department of Computer Science at University College London has made significant contributions to the field of computer vision and continues to be a strong research institution.,rank,neutral,open,Brown University,85.5,33,-28
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,6,"University of California, Berkeley",UC Berkeley's EECS department is known for its contributions to computer vision research and has produced influential researchers in the field.,rank,neutral,open,Stanford University,85.5,5,1
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,7,University of Washington,The Department of Computer Science & Engineering at University of Washington is a strong institution for computer vision research and has produced notable researchers.,rank,neutral,open,University of Washington,100.0,22,-15
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,8,"University of California, Los Angeles",The Department of Computing and Mathematical Sciences at UCLA is a strong institution for computer vision research with notable contributions.,rank,neutral,open,Univ. of California - Los Angeles,85.71428571428572,32,-24
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,9,Columbia University,Columbia University's Computer Science Department has been active in the field of computer vision and continues to produce influential work.,rank,neutral,open,Columbia University,100.0,24,-15
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,10,"University of California, San Diego","The Department of Computer Science & Engineering at University of California, San Diego is a strong institution for computer vision research.",rank,neutral,open,Stanford University,85.5,5,5
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,11,University of Edinburgh,The School of Informatics at the University of Edinburgh has made significant contributions to computer vision and related fields.,rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,8
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,12,Georgia Institute of Technology,Georgia Tech's College of Computing is a strong institution for computer vision research with notable contributions.,rank,neutral,open,Georgia Institute of Technology,100.0,18,-6
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,13,University of Cambridge,The Department of Engineering at the University of Cambridge has been active in computer vision research and continues to produce influential work.,rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,10
qwen2.5:3b,ollama,VIS_RANK_B,v2run01,vision,mention,15,University of Tokyo,"The Graduate School of Information Science and Technology at University of Tokyo is a strong institution for computer vision research, contributing to the field's advancements.",rank,neutral,open,Univ. of California - San Diego,85.5,2,13
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,3,University of Oxford,"Oxford has a strong tradition in AI and computer vision research, with notable contributions to deep learning architectures and applications.",rank,debiased,open,Univ. of California - San Diego,85.5,2,1
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,5,"University of California, Berkeley","Berkeley has a long history of excellence in computer vision research, with notable contributions to image analysis and machine learning.",rank,debiased,open,Stanford University,85.5,5,0
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,6,Carnegie Mellon University (CMU),"CMU is renowned for its work on computer vision, including object recognition, robotics, and computational photography. High impact in the field.",rank,debiased,open,Carnegie Mellon University,95.0,1,5
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,7,University of Washington,"Research contributions include advancements in image processing, machine learning, and computer vision applications. Strong research output.",rank,debiased,open,University of Washington,100.0,22,-15
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,8,Stanford University,Stanford has made significant contributions to computer vision through its work on deep learning architectures and applications in robotics and autonomous systems.,rank,debiased,open,Stanford University,100.0,5,3
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,9,"University of California, Los Angeles (UCLA)","UCLA's research has contributed to the field with advancements in image processing, machine learning, and computer vision applications. High impact.",rank,debiased,open,Carnegie Mellon University,85.5,1,8
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,10,University of Cambridge,"Cambridge is a leading institution for AI research, including contributions to computer vision through its work on machine learning algorithms and applications.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,85.5,3,7
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,11,ETH Zurich - Institute for Machine Learning (EMLAB),"Specialized in machine learning, including contributions to computer vision research. High impact in the field of AI and machine learning.",rank,debiased,open,Univ. of California - San Diego,85.5,2,9
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,12,University College London (UCL),"UCL has made significant contributions to computer vision through its work on image processing, machine learning algorithms, and applications in robotics.",rank,debiased,open,Stanford University,85.5,5,7
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,13,National University of Singapore (NUS) - School of Computing,"NUS has a strong tradition in computer vision research, with notable contributions to image processing and machine learning applications.",rank,debiased,open,Carnegie Mellon University,85.5,1,12
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,14,University of Tokyo,"Tokyo University is known for its work on computer vision, including advancements in deep learning architectures and applications. High impact in the field.",rank,debiased,open,Univ. of California - San Diego,85.5,2,12
qwen2.5:3b,ollama,VIS_RANK_DEBIAS,v2run01,vision,mention,15,Duke University,"Duke has made significant contributions to computer vision through its work on image processing, machine learning algorithms, and applications in robotics.",rank,debiased,open,Duke University,100.0,47,-32
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,1,Massachusetts Institute of Technology (MIT),"MIT has a long history in computer vision research, with significant contributions to the field through its CSAIL lab.",rank,neutral,us,Massachusetts Inst. of Technology,85.5,6,-5
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,2,Carnegie Mellon University,Carnegie Mellon University is renowned for its Robotics Institute which has made substantial contributions in computer vision research.,rank,neutral,us,Carnegie Mellon University,100.0,1,1
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,3,Stanford University,"Stanford's Computer Science Department has a strong presence in computer vision, with notable researchers and publications.",rank,neutral,us,Stanford University,100.0,5,-2
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,4,"University of California, Berkeley","UC Berkeley is known for its robust AI research ecosystem, including significant contributions to computer vision.",rank,neutral,us,Stanford University,85.5,5,-1
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,5,California Institute of Technology (Caltech),"Caltech's CSAIL has been influential in the field, contributing to advancements in computer vision.",rank,neutral,us,University of Central Florida,85.5,9,-4
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,6,University of Washington,The University of Washington's CSSIR has made notable contributions to computer vision research.,rank,neutral,us,University of Washington,100.0,22,-16
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,7,Georgia Institute of Technology,"Georgia Tech is recognized for its School of Interactive Computing, which includes significant work in computer vision.",rank,neutral,us,Georgia Institute of Technology,100.0,18,-11
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,8,University of Illinois at Urbana-Champaign (UIUC),"UIUC's Coordinated Science Laboratory has made substantial contributions to the field, including in computer vision.",rank,neutral,us,Univ. of Illinois at Urbana-Champaign,86.61764705882352,3,5
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,9,"University of California, Los Angeles (UCLA)",UCLA's Computer Vision and Robotics Lab has been influential in the field with its research contributions.,rank,neutral,us,Carnegie Mellon University,85.5,1,8
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,10,University of Texas at Austin,The Center for Machine Vision Systems Engineering has been a significant contributor to computer vision research in the region.,rank,neutral,us,University of Texas at Austin,100.0,10,0
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,11,"University of Maryland, College Park",The University of Maryland's CAR has made notable contributions to computer vision research.,rank,neutral,us,Stanford University,85.5,5,6
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,12,Rice University,"Rice University is known for its Computer Science Department, which includes significant work in computer vision.",rank,neutral,us,Rice University,100.0,41,-29
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,13,University of Southern California (USC),The USC's CVAR has been influential in the field with its research contributions.,rank,neutral,us,University of Southern California,95.0,34,-21
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,14,Northwestern University,Northwestern University's Buckmaster Lab has made notable contributions to computer vision research.,rank,neutral,us,Northwestern University,100.0,48,-34
qwen2.5:3b,ollama,VIS_RANK_US,v2run01,vision,mention,15,Duke University,"Duke University is known for its Computer Science Department, which includes significant work in computer vision.",rank,neutral,us,Duke University,100.0,47,-32
qwen2.5:3b,ollama,VIS_SALIENCE,v2run01,vision,mention,1,MIT,"MIT's CSAIL is known for pioneering work in computer vision, including advancements in image processing and machine learning.",salience,neutral,open,Massachusetts Inst. of Technology,100.0,6,-5
qwen2.5:3b,ollama,VIS_SALIENCE,v2run01,vision,mention,2,Stanford University,"Stanford has a strong tradition of research in computer vision, with contributions to deep learning and object recognition systems.",salience,neutral,open,Stanford University,100.0,5,-3
qwen2.5:3b,ollama,VIS_SALIENCE,v2run01,vision,mention,3,University of Oxford,"Oxford is recognized for its work on computer vision, including applications in robotics and autonomous vehicles.",salience,neutral,open,Univ. of California - San Diego,85.5,2,1
qwen2.5:3b,ollama,VIS_SALIENCE,v2run01,vision,mention,5,University College London,"UCL's CVG is known for its work on deep learning applications in computer vision, including face recognition and image segmentation.",salience,neutral,open,Brown University,85.5,33,-28
qwen2.5:3b,ollama,VIS_SALIENCE,v2run01,vision,mention,6,Columbia University,"Columbia has a strong presence in computer vision research, with contributions to object detection and scene understanding.",salience,neutral,open,Columbia University,100.0,24,-18
qwen2.5:3b,ollama,VIS_SALIENCE,v2run01,vision,mention,7,University of Washington,The Computer Vision Laboratory at the University of Washington focuses on developing algorithms for visual recognition and analysis.,salience,neutral,open,University of Washington,100.0,22,-15
qwen2.5:3b,ollama,VIS_SALIENCE,v2run01,vision,mention,8,Carnegie Mellon University,"CMU's RSG has made significant contributions to computer vision, particularly in the development of robotic perception systems.",salience,neutral,open,Carnegie Mellon University,100.0,1,7
qwen2.5:3b,ollama,VIS_SALIENCE,v2run01,vision,mention,9,"University of California, Berkeley","BAIR is known for its work on deep learning and computer vision applications, including image classification and object detection.",salience,neutral,open,Stanford University,85.5,5,4
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,1,University of Virginia / University of New Mexico,GenProg: A Generic Method for Automatic Software Repair,sources,neutral,open,University of Virginia,90.0,9,-8
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,2,MIT,An Analysis of Patch Plausibility and Correctness for Generate-and-Validate Patch Generation Systems,sources,neutral,open,Massachusetts Inst. of Technology,100.0,25,-23
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,3,MIT,Prophet: Generating Patches That Don't Break Things,sources,neutral,open,Massachusetts Inst. of Technology,100.0,25,-22
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,4,Hong Kong University of Science and Technology,"Automated Patch Generation Learned from Human-Written Patches: Analysis, Challenges, and Prospects",sources,neutral,open,Carnegie Mellon University,85.5,1,3
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,5,University of Washington,Defects4J: A Database of Existing Faults to Enable Controlled Testing Studies for Java Programs,sources,neutral,open,University of Washington,100.0,32,-27
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,6,University of Washington,Defects4J Benchmark Repository,sources,neutral,open,University of Washington,100.0,32,-26
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,7,KTH Royal Institute of Technology / College of William & Mary,SequenceR: Sequence-to-Sequence Learning for End-to-End Program Repair,sources,neutral,open,Univ. of California - Irvine,85.5,2,5
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,8,University of Illinois Urbana-Champaign,Automated Program Repair in the Era of Large Pre-trained Language Models,sources,neutral,open,Univ. of Illinois at Urbana-Champaign,100.0,3,5
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,9,Princeton University,SWE-bench: Can Language Models Resolve Real-World GitHub Issues?,sources,neutral,open,North Carolina State University,85.5,5,4
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,10,Princeton University,SWE-bench Benchmark Website and Leaderboard,sources,neutral,open,North Carolina State University,85.5,5,5
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,11,KTH Royal Institute of Technology / University of Valenciennes,Astor: A Program Repair Library for Java,sources,neutral,open,Carnegie Mellon University,85.5,1,10
claude-sonnet-4-6,anthropic,SE_SOURCES_APR,run01,se,citation,12,Peking University / University of Newcastle,A Systematic Literature Review of Automated Program Repair,sources,neutral,open,Carnegie Mellon University,85.5,1,11
claude-sonnet-4-6,anthropic,VIS_SOURCES_DET,run01,vision,citation,1,UC Berkeley,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation (R-CNN),sources,neutral,open,Univ. of California - Berkeley,100.0,4,-3
claude-sonnet-4-6,anthropic,VIS_SOURCES_DET,run01,vision,citation,3,University of Washington / Facebook AI Research,"You Only Look Once: Unified, Real-Time Object Detection (YOLOv1)",sources,neutral,open,University of Washington,90.0,22,-19
claude-sonnet-4-6,anthropic,VIS_SOURCES_DET,run01,vision,citation,4,UNC Chapel Hill / Google / University of Michigan,SSD: Single Shot MultiBox Detector,sources,neutral,open,University of Michigan,90.0,27,-23
claude-sonnet-4-6,anthropic,VIS_SOURCES_DET,run01,vision,citation,5,Facebook AI Research / Cornell University,Feature Pyramid Networks for Object Detection,sources,neutral,open,Cornell University,90.0,11,-6
claude-sonnet-4-6,anthropic,VIS_SOURCES_DET,run01,vision,citation,8,"Institute of Information Science, Academia Sinica",YOLOv7: Trainable Bag-of-Freebies Sets New State-of-the-Art for Real-Time Object Detectors,sources,neutral,open,Univ. of California - San Diego,85.5,2,6
claude-sonnet-4-6,anthropic,VIS_SOURCES_DET,run01,vision,citation,9,Microsoft Research / Cornell University / Carnegie Mellon University,Microsoft COCO: Common Objects in Context (COCO Benchmark),sources,neutral,open,Carnegie Mellon University,90.0,1,8
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,1,"University of Virginia, University of New Mexico",Automatically finding patches using genetic programming,sources,neutral,open,University of Virginia,90.0,9,-8
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,2,University of Washington,Defects4J: A Database of Existing Faults to Enable Controlled Testing and Debugging Studies,sources,neutral,open,University of Washington,100.0,32,-30
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,3,"National University of Singapore, IBM Research",SemFix: Program repair via semantic analysis,sources,neutral,open,Carnegie Mellon University,85.5,1,2
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,4,National University of Singapore,Angelix: Scalable Multiline Program Patch Synthesis via Symbolic Analysis,sources,neutral,open,Purdue University,85.5,4,0
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,5,"INRIA, University of Lille",Nopol: Automatic Repair of Conditional Statement Bugs in Java Programs,sources,neutral,open,Purdue University,85.5,4,1
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,6,University of Luxembourg,TBar: Revisiting Template-based Automated Program Repair,sources,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,3
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,7,"Purdue University, University of Waterloo",CURE: Code-Aware Neural Machine Translation for Automatic Program Repair,sources,neutral,open,Purdue University,90.0,4,3
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,8,"KTH Royal Institute of Technology, INRIA",Automatic Software Repair: A Bibliography,sources,neutral,open,University of Virginia,85.5,9,-1
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,9,University of Illinois Urbana-Champaign (UIUC),"Less Training, More Repairing Please: Revisiting Automated Program Repair via Zero-shot Learning",sources,neutral,open,Carnegie Mellon University,85.5,1,8
gemini-3.1-pro-preview,gemini,SE_SOURCES_APR,run01,se,citation,10,"INRIA, KTH Royal Institute of Technology",How to Design a Program Repair Bot? Insights from the Repairnator Project,sources,neutral,open,University of Virginia,85.5,9,1
gemini-3.1-pro-preview,gemini,VIS_SOURCES_DET,run01,vision,citation,1,UC Berkeley,Rich feature hierarchies for accurate object detection and semantic segmentation,sources,neutral,open,Univ. of California - Berkeley,100.0,4,-3
gemini-3.1-pro-preview,gemini,VIS_SOURCES_DET,run01,vision,citation,3,University of Washington,"You Only Look Once: Unified, Real-Time Object Detection",sources,neutral,open,University of Washington,100.0,22,-19
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,1,University of Virginia,GenProg: A Generic Method for Automatic Software Repair,sources,neutral,open,University of Virginia,100.0,9,-8
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,2,National University of Singapore / Microsoft Research,SemFix: Program Repair via Semantic Analysis,sources,neutral,open,Carnegie Mellon University,85.5,1,1
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,3,Massachusetts Institute of Technology,DirectFix: Looking for Simple Program Repairs,sources,neutral,open,Massachusetts Inst. of Technology,100.0,25,-22
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,4,Massachusetts Institute of Technology,SPR: A Search-Based Program Repair Approach for C Programs,sources,neutral,open,Massachusetts Inst. of Technology,100.0,25,-21
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,5,National University of Singapore,Angelix: Scalable Multiline Program Patch Synthesis via Symbolic Analysis,sources,neutral,open,Purdue University,85.5,4,1
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,6,Memorial University of Newfoundland,SequenceR: Sequence-to-Sequence Learning for End-to-End Program Repair,sources,neutral,open,Purdue University,85.5,4,2
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,8,University of Washington,Defects4J: A Database of Existing Faults to Enable Controlled Testing Studies for Java Programs,sources,neutral,open,University of Washington,100.0,32,-24
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,9,University of Washington,Defects4J official repository,sources,neutral,open,University of Washington,100.0,32,-23
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,10,"University of California, Davis","Bugs.jar: A Large-Scale, Diverse Dataset of Real-World Java Bugs",sources,neutral,open,Purdue University,85.5,4,6
gpt-5.4,openai,SE_SOURCES_APR,run01,se,citation,11,KTH Royal Institute of Technology / Inria,Bears: An Extensible Java Bug Benchmark for Automatic Program Repair Studies,sources,neutral,open,University of Virginia,85.5,9,2
gpt-5.4,openai,VIS_SOURCES_DET,run01,vision,citation,1,"University of California, Berkeley",Rich feature hierarchies for accurate object detection and semantic segmentation,sources,neutral,open,Stanford University,85.5,5,-4
gpt-5.4,openai,VIS_SOURCES_DET,run01,vision,citation,4,University of Washington,"You Only Look Once: Unified, Real-Time Object Detection",sources,neutral,open,University of Washington,100.0,22,-18
gpt-5.4,openai,VIS_SOURCES_DET,run01,vision,citation,10,University of Oxford,PASCAL Visual Object Classes (VOC) Challenge,sources,neutral,open,Univ. of California - San Diego,85.5,2,8
